dof,experiment,response,variable,term,coefficient,unit,nondimensional,nominal_frequency_hz,mean_estimated_frequency_hz,min_estimated_frequency_hz,max_estimated_frequency_hz,included_repeats,reference_speed_m_s,full_r2,fit_quality_flag,standardized_condition_number,assumption_status
yaw,yaw,N,r,N_rdot,-0.1142904962,kg*m^2,-0.003977724229,0.1,0.102,0.102,0.102,3,0.2015874219,0.9731779,ok,6.210587,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r@Uref,-0.07059101966,N*m*s,,0.1,0.102,0.102,0.102,3,0.2015874219,0.9731779,ok,6.210587,signed C1*Uref derivative at measured tow speed
yaw,yaw,N,r,N_ur,-0.1646933308,kg*m,-0.00322134234,0.2,0.1979879353,0.1979781959,0.1979952807,3,0.2015933688,0.9981948,ok,9.579068,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r|r|,0.04972551065,kg*m^2,0.001730628312,0.2,0.1979879353,0.1979781959,0.1979952807,3,0.2015933688,0.9981948,ok,9.579068,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_rdot,-0.1533173884,kg*m^2,-0.005336001775,0.2,0.1979879353,0.1979781959,0.1979952807,3,0.2015933688,0.9981948,ok,9.579068,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r@Uref,-0.03320108337,N*m*s,,0.2,0.1979879353,0.1979781959,0.1979952807,3,0.2015933688,0.9981948,ok,9.579068,signed C1*Uref derivative at measured tow speed
yaw,yaw,N,r,N_ur,-0.2337035155,kg*m,-0.004571156744,0.3,0.2970669291,0.2970529285,0.2970748578,3,0.20159322,0.9996746,ok,10.142,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r|r|,0.1451761555,kg*m^2,0.005052657311,0.3,0.2970669291,0.2970529285,0.2970748578,3,0.20159322,0.9996746,ok,10.142,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_rdot,-0.1650914586,kg*m^2,-0.005745782166,0.3,0.2970669291,0.2970529285,0.2970748578,3,0.20159322,0.9996746,ok,10.142,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r@Uref,-0.04711304422,N*m*s,,0.3,0.2970669291,0.2970529285,0.2970748578,3,0.20159322,0.9996746,ok,10.142,signed C1*Uref derivative at measured tow speed
yaw,yaw,N,r,N_ur,-0.2356779135,kg*m,-0.004609775259,0.4,0.3960911097,0.3960726347,0.3961093561,3,0.2015933588,0.9997261,ok,9.881834,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r|r|,0.1754685609,kg*m^2,0.006106943002,0.4,0.3960911097,0.3960726347,0.3961093561,3,0.2015933588,0.9997261,ok,9.881834,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_rdot,-0.1686917398,kg*m^2,-0.005871085023,0.4,0.3960911097,0.3960726347,0.3961093561,3,0.2015933588,0.9997261,ok,9.881834,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r@Uref,-0.04751110217,N*m*s,,0.4,0.3960911097,0.3960726347,0.3961093561,3,0.2015933588,0.9997261,ok,9.881834,signed C1*Uref derivative at measured tow speed
yaw,yaw,N,r,N_ur,0.07124627253,kg*m,0.001393551477,0.5,0.4950628875,0.4950521643,0.4950800934,3,0.2015915089,0.9996351,ok,10.06214,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r|r|,0.08344672649,kg*m^2,0.002904249056,0.5,0.4950628875,0.4950521643,0.4950800934,3,0.2015915089,0.9996351,ok,10.06214,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_rdot,-0.1686359729,kg*m^2,-0.005869144131,0.5,0.4950628875,0.4950521643,0.4950800934,3,0.2015915089,0.9996351,ok,10.06214,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r@Uref,0.01436264358,N*m*s,,0.5,0.4950628875,0.4950521643,0.4950800934,3,0.2015915089,0.9996351,ok,10.06214,signed C1*Uref derivative at measured tow speed
yaw,yaw,N,r,N_ur,0.4800129692,kg*m,0.009388881106,0.6,0.5940584402,0.5940498895,0.5940635031,3,0.2015985016,0.9993628,ok,10.07725,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r|r|,-0.004106243212,kg*m^2,-0.0001429121726,0.6,0.5940584402,0.5940498895,0.5940635031,3,0.2015985016,0.9993628,ok,10.07725,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_rdot,-0.1677317561,kg*m^2,-0.005837674107,0.6,0.5940584402,0.5940498895,0.5940635031,3,0.2015985016,0.9993628,ok,10.07725,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r@Uref,0.09676989534,N*m*s,,0.6,0.5940584402,0.5940498895,0.5940635031,3,0.2015985016,0.9993628,ok,10.07725,signed C1*Uref derivative at measured tow speed
yaw,yaw,N,r,N_ur,1.021551039,kg*m,0.01998117106,0.7,0.6929681218,0.6929561508,0.6929870072,3,0.201586597,0.9998756,ok,10.09114,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r|r|,-0.08882257094,kg*m^2,-0.003091347962,0.7,0.6929681218,0.6929561508,0.6929870072,3,0.201586597,0.9998756,ok,10.09114,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_rdot,-0.1673883384,kg*m^2,-0.005825721924,0.7,0.6929681218,0.6929561508,0.6929870072,3,0.201586597,0.9998756,ok,10.09114,0.562 m PMM scale; independent nominal-frequency fit; PLA wet rigid mass uses +15% CAD density correction then +2.5% water uptake; free water excluded; full sensor reaction wrench negated; timing and wrench origin remain systematic assumptions
yaw,yaw,N,r,N_r@Uref,0.2059309976,N*m*s,,0.7,0.6929681218,0.6929561508,0.6929870072,3,0.201586597,0.9998756,ok,10.09114,signed C1*Uref derivative at measured tow speed
